"Id";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"ips_panel";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"ppi";"screen_size"
721;"HP";"2 in 1 Convertible";13.3;1366;768;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.58;44574;118;"small"
722;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.32;79867;157;"medium"
723;"Dell";"Gaming";17.3;3840;2160;0;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";"windows";4.36;194973;255;"large"
724;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;71847;127;"large"
725;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"No OS";1.9;26102;100;"medium"
727;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";1.71;34579;166;"small"
728;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"linux";2.32;31410;100;"medium"
729;"HP";"Notebook";15.6;1920;1080;0;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";"windows";2.1;26054;141;"medium"
730;"Acer";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";4.2;103097;127;"large"
731;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;12;"HDD";1024;0;"Intel";"windows";2.25;34579;100;"medium"
732;"HP";"Notebook";15.6;1920;1080;0;0;"AMD";"A9-Series A9-9420";3.0;6;"Hybrid";128;1024;"AMD";"windows";2.1;34632;141;"medium"
733;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.4;29784;100;"medium"
734;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.44;51149;166;"small"
735;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Intel";"windows";1.85;41505;141;"medium"
736;"HP";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";"windows";2.6;128884;141;"medium"
737;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";"windows";1.55;35112;166;"small"
738;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";1.8;111594;141;"medium"
739;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.4;21887;100;"medium"
740;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;64309;141;"medium"
741;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";"windows";2.0;35431;100;"medium"
742;"Toshiba";"Notebook";14.0;1920;1080;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.25;81785;157;"medium"
743;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.7;53227;157;"medium"
744;"Lenovo";"Workstation";15.6;3840;2160;0;1;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";"windows";2.5;175771;282;"medium"
745;"Acer";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"other";1.68;17582;112;"medium"
746;"Samsung";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Intel";"windows";0.81;87859;166;"small"
748;"Dell";"Notebook";14.0;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.6;60031;112;"medium"
749;"HP";"Workstation";17.3;1920;1080;0;1;"Intel";"Xeon E3-1535M";2.9;16;"SSD";256;0;"Nvidia";"windows";3.0;233846;127;"large"
750;"Lenovo";"Netbook";11.6;1366;768;1;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";"windows";1.4;25308;135;"small"
751;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"windows";1.84;101232;141;"medium"
752;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Nvidia";"No OS";2.45;30849;100;"medium"
754;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"Intel";"windows";2.37;45283;100;"medium"
755;"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;1;"Intel";"Core i5";1.8;8;"SSD";256;0;"Intel";"windows";1.3;63883;276;"small"
756;"HP";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;58555;141;"medium"
757;"HP";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";"windows";2.59;83170;141;"medium"
758;"Dell";"Gaming";15.6;3840;2160;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.42;152860;282;"medium"
759;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";2.1;31915;100;"medium"
760;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;55837;141;"medium"
761;"Dell";"Ultrabook";12.5;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";"windows";1.18;99048;176;"small"
762;"Google";"Ultrabook";12.3;2400;1600;1;0;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";"other";1.1;83064;235;"small"
763;"Asus";"Ultrabook";13.3;3200;1800;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.2;60153;276;"small"
764;"Dell";"Notebook";13.3;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.65;45235;118;"small"
765;"Acer";"Notebook";13.3;1366;768;0;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";1.6;34898;118;"small"
766;"Asus";"Notebook";17.3;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Nvidia";"windows";2.8;25060;91;"large"
767;"Dell";"Gaming";15.6;3840;2160;1;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"windows";2.72;58555;282;"medium"
768;"Samsung";"Ultrabook";13.3;1920;1080;1;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.31;85195;166;"small"
769;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"linux";2.1;15877;100;"medium"
770;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;16;"";0;0;"AMD";"windows";2.3;62938;141;"medium"
771;"Samsung";"2 in 1 Convertible";15.0;1920;1080;1;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";"windows";1.71;95851;147;"medium"
772;"Toshiba";"Notebook";14.0;1366;768;0;1;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";1.75;54346;112;"medium"
773;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";2.62;58555;141;"medium"
775;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;0;"Intel";"Core i7";2.7;12;"HDD";2048;0;"Nvidia";"windows";2.3;44702;141;"medium"
776;"Lenovo";"Notebook";15.6;3840;2160;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"windows";2.5;126274;282;"medium"
777;"Acer";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";1.8;33886;157;"medium"
778;"Razer";"Gaming";14.0;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";1.95;154459;157;"medium"
779;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Pentium Dual";1.1;8;"SSD";128;0;"Intel";"windows";2.0;31004;141;"medium"
780;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";"windows";4.42;191211;127;"large"
781;"Asus";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"windows";4.3;125208;127;"large"
782;"Toshiba";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.6;16;"SSD";512;0;"Nvidia";"windows";1.47;93986;157;"medium"
783;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Quad";1.6;8;"HDD";1024;0;"Intel";"No OS";2.2;17529;100;"medium"
784;"Lenovo";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"windows";1.7;122491;157;"medium"
785;"MSI";"Gaming";14.0;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";1.6;100752;157;"medium"
786;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.2;58022;141;"medium"
787;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;4;"HDD";1024;0;"Nvidia";"windows";2.4;53227;141;"medium"
788;"Acer";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.2;122491;127;"large"
789;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.62;52481;141;"medium"
790;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.24;71342;141;"medium"
791;"Vero";"Notebook";14.0;1920;1080;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.22;10811;157;"medium"
792;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.37;104962;166;"small"
793;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";"windows";2.08;51096;141;"medium"
794;"Apple";"Ultrabook";12.0;2304;1440;0;1;"Intel";"Core M";1.2;8;"Flash Storage";512;0;"Intel";"macOS";0.92;62071;226;"small"
795;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.42;124142;210;"medium"
796;"Asus";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.63;15931;112;"medium"
797;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";1.95;43157;100;"medium"
798;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.38;71875;158;"small"
799;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"AMD";"windows";2.0;39374;141;"medium"
800;"HP";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";3.14;110018;141;"medium"
801;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.37;58555;141;"medium"
802;"Dell";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.29;79867;166;"small"
803;"Dell";"Notebook";15.6;3840;2160;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.06;93187;282;"medium"
804;"Dell";"Netbook";11.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"SSD";128;0;"Intel";"windows";1.63;39640;135;"small"
805;"HP";"Netbook";12.5;1366;768;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.26;74006;125;"small"
806;"Toshiba";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.1;41558;100;"medium"
807;"HP";"Notebook";15.6;1366;768;0;0;"AMD";"A12-Series 9700P";2.5;8;"HDD";2048;0;"AMD";"windows";2.04;33513;100;"medium"
808;"Dell";"Gaming";15.6;3840;2160;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.62;89457;282;"medium"
809;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"windows";2.4;32448;141;"medium"
810;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;12;"HDD";1024;0;"AMD";"windows";3.74;93187;127;"large"
811;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"windows";2.9;128671;127;"large"
812;"Samsung";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";0.81;79867;166;"small"
813;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";1.98;51202;141;"medium"
814;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";"windows";2.18;42081;141;"medium"
815;"Lenovo";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.32;99048;157;"medium"
816;"Razer";"Ultrabook";12.5;3840;2160;1;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.29;95851;352;"small"
817;"HP";"Netbook";11.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.23;20513;135;"small"
818;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";4.36;133467;127;"large"
819;"Dell";"Notebook";14.0;1366;768;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";1.76;40226;112;"medium"
820;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";2.1;26102;100;"medium"
821;"Toshiba";"Ultrabook";14.0;1366;768;0;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"windows";1.25;58075;112;"medium"
822;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.13;133147;157;"medium"
823;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.4;63883;141;"medium"
824;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"Flash Storage";256;0;"Intel";"windows";1.13;99900;157;"medium"
825;"Toshiba";"Notebook";14.0;1366;768;0;0;"Intel";"Pentium Dual";2.1;4;"SSD";128;0;"Intel";"windows";1.75;26587;112;"medium"
826;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.1;72354;166;"small"
827;"Dell";"Notebook";14.0;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.76;31169;112;"medium"
828;"Acer";"Netbook";11.6;1366;768;0;1;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"other";1.35;18914;135;"small"
829;"Acer";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i3";2.4;8;"SSD";128;0;"Intel";"windows";1.5;32980;157;"medium"
830;"Razer";"Gaming";17.3;3840;2160;1;0;"Intel";"Core i7";2.9;32;"SSD";512;0;"Nvidia";"windows";3.49;292987;255;"large"
831;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";"Core i7";2.6;16;"SSD";512;0;"Intel";"windows";1.1;111835;210;"medium"
832;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"linux";2.1;27652;141;"medium"
833;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.7;63190;157;"medium"
834;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.32;87912;157;"medium"
835;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.21;147832;141;"medium"
836;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;128884;127;"large"
837;"Toshiba";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"windows";2.0;35644;100;"medium"
838;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Quad";1.6;4;"Flash Storage";16;0;"Intel";"other";1.5;17316;112;"medium"
839;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";128;0;"Intel";"windows";2.3;31435;141;"medium"
840;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.6;16;"Hybrid";512;1024;"Nvidia";"windows";2.73;95851;127;"large"
841;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";"windows";4.42;163724;127;"large"
842;"HP";"Notebook";17.3;1600;900;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.63;48485;106;"large"
843;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";2.18;38041;100;"medium"
844;"HP";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";"windows";1.54;99634;157;"medium"
845;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"AMD";"windows";2.18;39374;141;"medium"
846;"HP";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"other";1.4;32767;135;"small"
847;"Asus";"Ultrabook";13.3;1920;1080;0;1;"Intel";"Core i5";2.3;8;"SSD";512;0;"Nvidia";"windows";1.45;54665;166;"small"
848;"HP";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.28;121319;166;"small"
849;"HP";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i7";2.5;8;"SSD";512;0;"Intel";"windows";1.54;78215;157;"medium"
850;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";"No OS";1.86;15931;100;"medium"
851;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";2.1;101179;141;"medium"
852;"Dell";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"linux";2.83;46087;127;"large"
853;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";1.96;101392;157;"medium"
854;"Asus";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.3;41931;141;"medium"
855;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";1.9;50350;141;"medium"
856;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"windows";2.0;23923;100;"medium"
857;"HP";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"windows";1.28;136344;166;"small"
858;"Dell";"Notebook";13.3;1920;1080;1;0;"Intel";"Core i5";2.3;8;"HDD";1024;0;"Intel";"windows";1.62;34579;166;"small"
859;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"No OS";2.2;24988;141;"medium"
860;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.3;45323;141;"medium"
861;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"AMD";"windows";1.84;71875;141;"medium"
862;"Toshiba";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"windows";1.05;68465;166;"small"
863;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"No OS";2.5;54186;141;"medium"
864;"Dell";"Ultrabook";13.3;3200;1800;1;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.29;119347;276;"small"
865;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"windows";2.07;48485;141;"medium"
866;"Toshiba";"Ultrabook";13.3;1366;768;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.2;58342;118;"small"
867;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.37;103896;166;"small"
868;"Acer";"Notebook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.56;48059;157;"medium"
869;"Dell";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";2.23;94732;141;"medium"
870;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.38;56210;100;"medium"
871;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"No OS";2.2;25521;141;"medium"
872;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";2.0;73953;141;"medium"
873;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i3";2.4;4;"SSD";180;0;"Intel";"windows";1.44;39161;166;"small"
874;"Samsung";"Ultrabook";15.0;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Nvidia";"windows";1.23;98515;147;"medium"
875;"Dell";"Ultrabook";12.5;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";"windows";1.6;90043;176;"small"
876;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"linux";2.0;21258;100;"medium"
877;"Xiaomi";"Ultrabook";13.3;1920;1080;0;1;"Intel";"Core i5";2.3;8;"SSD";256;0;"Nvidia";"windows";1.28;49817;166;"small"
878;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"Hybrid";128;1024;"Nvidia";"windows";2.18;48618;141;"medium"
879;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";2.04;44702;141;"medium"
880;"HP";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.28;90576;166;"small"
881;"HP";"2 in 1 Convertible";15.6;1366;768;1;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"windows";2.3;36486;100;"medium"
882;"Asus";"Notebook";14.1;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.65;18541;111;"medium"
883;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.2;35644;141;"medium"
884;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"windows";2.2;19660;100;"medium"
885;"HP";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"windows";1.28;95851;166;"small"
886;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"linux";2.18;24280;100;"medium"
887;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i5";2.5;12;"Hybrid";128;1024;"Nvidia";"windows";2.2;72988;127;"large"
888;"Acer";"Netbook";11.6;1366;768;0;1;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";"other";1.25;15824;135;"small"
889;"Lenovo";"Notebook";17.3;1600;900;0;0;"AMD";"A4-Series 7210";2.2;4;"HDD";500;0;"AMD";"windows";2.8;20193;106;"large"
890;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";"windows";1.95;67399;157;"medium"
891;"HP";"2 in 1 Convertible";13.3;3200;1800;1;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Intel";"windows";1.42;74539;276;"small"
892;"Samsung";"Ultrabook";15.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.17;90523;147;"medium"
893;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.32;95851;157;"medium"
894;"MSI";"Gaming";17.3;3840;2160;0;1;"Intel";"Core i7";2.6;16;"Hybrid";512;2048;"Nvidia";"windows";2.43;141139;255;"large"
895;"Toshiba";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.05;78588;166;"small"
896;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"linux";2.62;49497;141;"medium"
897;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";2.04;47952;141;"medium"
898;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"windows";2.18;32714;100;"medium"
899;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";"windows";1.9;49817;141;"medium"
900;"Dell";"2 in 1 Convertible";13.3;3200;1800;1;0;"Intel";"Core i7";1.3;8;"SSD";512;0;"Intel";"windows";1.24;107258;276;"small"
